method,body,class,single_q,double_q,dashes,braces,spaces,badwords,path
POST,"  SELECT * FROM nobody WHERE vertical IN  ( 'neighborhood', 'spent', 'opportunity' )  ",1,6,0,0,2,16,4,
POST,"  SELECT * FROM figure WHERE worker NOT IN  ( 'how', 'eye', 'familiar' )  ",1,6,0,0,2,17,4,
POST,SELECT * FROM composed WHERE machine IN  ( SELECT thou FROM beautiful ) ,1,0,0,0,2,14,6,
POST,SELECT * FROM safe WHERE introduced  BETWEEN 10 AND 20,1,0,0,0,0,10,5,
POST,SELECT * FROM film WHERE Price NOT BETWEEN 10 AND 20,1,0,0,0,0,10,5,
POST,SELECT * FROM press WHERE brief BETWEEN 'neighborhood' AND 'bent',1,4,0,0,0,9,5,
POST,"SELECT * FROM parts WHERE storm BETWEEN ""part"" AND    ""tears""",1,0,4,0,0,12,5,
POST,SELECT * FROM tea WHERE captain NOT BETWEEN 'just' AND 'park',1,4,0,0,0,10,5,
POST,SELECT * FROM body WHERE canal BETWEEN useful09/01/1996mind AND mountain15/31/1996thing,1,0,0,0,0,9,5,
POST,SELECT * FROM column WHERE aloud BETWEEN '1996-07-01' AND '1996-07-31',1,4,0,4,0,9,5,
POST,SELECT AVG ( practical ) FROM brother SELECT SUM ( yes ) ,1,0,0,0,4,12,5,
POST,SELECT COUNT ( tightly )  FROM eleven,1,0,0,0,2,7,3,
POST,SELECT COUNT ( fliesID ) FROM grandfather,1,0,0,0,2,6,3,
POST,SELECT * FROM clothing WHERE laugh BETWEEN '1996-07-01' AND '1996-07-31',1,4,0,4,0,9,5,
POST,"  SELECT duckID AS ID, gulf AS shelter FROM slept",1,0,0,0,0,10,4,
POST,"  SELECT fallenID AS ID, certain AS stay FROM supply",1,0,0,0,0,10,4,
POST,"  SELECT important AS add, particular AS [into]  FROM dull",1,0,0,0,0,11,4,
POST,"   SELECT excitement, open+ ', ' + fair+ ' ' + valley+ ', ' + winter AS like  FROM very",1,6,0,0,0,22,4,
POST,SELECT nation ( s ) FROM spend INNER JOIN,1,0,0,0,2,8,4,
POST,"   SELECT girl,horn,round,honor,like     (  (  course JOIN he ON slight.arrow =  general.motor )   INNER JOIN frogON Orders.cause =  somebody.ridingID ) ",1,0,0,0,4,32,4,
POST,SELECT speed ( s )  FROM former LEFT JOIN,1,0,0,0,2,9,3,
POST,"  SELECT alike,tell,pile FROM usually LEFT JOIN Orders ON yesterday.silkID =  feet.zero ORDER BY steady.hill",1,0,0,0,0,16,5,
POST,SELECT rising ( s FROM turn RIGHT JOIN,1,0,0,0,1,7,3,
POST,"  SELECT Orders.relationshiprID, Employees.press, Employees.natural FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.planningID ORDER BY Orders.dogID",1,0,0,0,0,18,5,
POST,SELECT where ( s )  FROM subject FULL OUTER JOIN,1,0,0,0,2,10,4,
POST," SELECT column_name ( s )  FROM please,lucky",1,0,0,0,2,8,2,
POST,SELECT frighten ( s )  FROM test UNION,1,0,0,0,2,8,3,
POST,SELECT sentence ( s )  FROM good SELECT play ( s ) ,1,0,0,0,4,13,3,
POST,SELECT her ( s )  FROM fox UNION ALL,1,0,0,0,2,9,4,
POST,SELECT fewer ( s )  FROM life SELECT throughout FROM ear,1,0,0,0,2,11,4,
POST,SELECT led FROM camera UNION SELECT claws FROM hello ORDER BY outside,1,0,0,0,0,11,7,
POST,SELECT scientist FROM purple UNION ALL SELECT period FROM industrial ORDER BY doll,1,0,0,0,0,12,8,
POST,"  SELECT name,driving FROM political WHERE sang = 'village' UNION SELECT wide, average FROM pictured",1,2,0,0,0,15,6,
POST,"   SELECT COUNT ( worry ) , stream FROM shop BY sheet",1,0,0,0,2,13,4,
POST,"   SELECT Employees.surrounded, COUNT ( Orders.exclaimedID )  AS rushFROM    ( OrdersINNER JOIN accurate ON Orders.herselfID  =  Employees.sitID ) ",1,0,0,0,4,26,4,
POST,SELECT * FROM post FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0,9,5,
POST,SELECT getting,1,0,0,0,0,1,1,
POST,SELECT * FROM ocean,1,0,0,0,0,3,2,
POST,SELECT number FROM may,1,0,0,0,0,3,2,
POST,SELECT DISTINCT hollow FROM ordinary,1,0,0,0,0,4,3,
POST,SELECT COUNT ( DISTINCT question )  FROM properly,1,0,0,0,2,8,4,
POST,SELECT Count ( * )  AS instant,1,0,0,0,2,7,2,
POST,FROM  ( SELECT DISTINCT rhyme FROM cake ) ,1,0,0,0,2,9,4,
POST,SELECT * FROM easy,1,0,0,0,0,3,2,
POST,SELECT * FROM rose WHERE particles = 'gather',1,2,0,0,0,7,3,
POST,SELECT * FROM property WHERE save = 'condition',1,2,0,0,0,7,3,
POST,SELECT * FROM foot  WHERE lion = joined,1,0,0,0,0,8,3,
POST,SELECT * FROM movie WHERE physical = 'man'  AND City = 'leather',1,4,0,0,0,12,4,
POST,SELECT * FROM student WHERE third = 'mistake'  OR came = 'seems',1,4,0,0,0,12,4,
POST,SELECT * FROM bell WHERE you = 'nodded'  OR use = 'gave',1,4,0,0,0,12,4,
POST,SELECT * FROM realize WHERE    NOT tent = 'funny',1,2,0,0,0,11,3,
POST,SELECT * FROM among WHERE popular = 'common'  AND  ( leather = 'friend' OR bent = 'somebody' ) ,1,6,0,0,2,20,5,
POST,SELECT * FROM welcome WHERE NOT eat = 'family'  AND NOT prove = 'explanation',1,4,0,0,0,14,4,
POST,SELECT * FROM slowly ORDER BY wooden,1,0,0,0,0,6,4,
POST,SELECT * FROM per ORDER BY younger DESC,1,0,0,0,0,7,4,
POST," SELECT * FROM driving ORDER BY ants, inside",1,0,0,0,0,8,4,
POST," SELECT * FROM express ORDER BY independent ASC, love DESC",1,0,0,0,0,10,4,
POST,"INSERT INTO prove ( hand, remain, teacher, chance, getting, experience )  VALUES  ( 'regular', 'extra'. obtain', 'beyond', 'mirror', 'zoo', 'search' )  ",1,13,0,0,4,24,1,
POST,"INSERT INTO plan  ( buffalo, particularly, pencil )  VALUES  ( 'danger', 'ready', 'bush' )  ",1,6,0,0,4,18,1,
POST,"   SELECT pig, obtain, rising FROM according WHERE excited  IS NULL",1,0,0,0,0,13,4,
POST,"   SELECT quite, window, watchFROM edge WHERE onto  IS NOT NULL",1,0,0,0,0,13,3,
POST,"  UPDATE plain SET basket =  'line', City =  'solution' WHERE organized =  frozen",1,4,0,0,0,17,2,
POST, UPDATE collect SET couple = 'battle'WHERE bigger = 'earth',1,4,0,0,0,9,1,
POST,SELECT * FROM mainly,1,0,0,0,0,3,2,
POST,DELETE FROM class WHERE rubbed = 'sold',1,2,0,0,0,6,3,
POST,DELETE FROM method,1,0,0,0,0,2,2,
POST,SELECT fallen ( s )  FROM roll,1,0,0,0,2,7,2,
POST,SELECT * FROM  ( SELECT rain FROM lion ) ,1,0,0,0,2,10,4,
POST,SELECT * FROM everyone 3,1,0,0,0,0,4,2,
POST,SELECT * FROM morning FETCH FIRST 3 ROWS ONLY,1,0,0,0,0,8,4,
POST,SELECT TOP 50 PERCENT * FROM conversation,1,0,0,0,0,6,3,
POST,SELECT * FROM warn FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0,9,5,
POST,SELECT TOP 3 * FROM wheat WHERE along = 'swept',1,2,0,0,0,9,3,
POST,SELECT * FROM bread WHERE bit = 'whom' LIMIT 3,1,2,0,0,0,9,4,
POST,SELECT * FROM arrangement WHERE port = 'grandfather' FETCH FIRST 3 ROWS ONLY,1,2,0,0,0,12,5,
POST,SELECT MIN ( measure )  AS apple FROM dropped,1,0,0,0,2,9,3,
POST,SELECT MIN ( cheese )  AS correctly FROM store,1,0,0,0,2,9,3,
POST,SELECT * FROM  ( SELECT announced FROM knew ) ,1,0,0,0,2,10,4,
POST,SELECT TOP 3 * FROM temperature SELECT * FROM nearest 3SELECT * FROM vessels,1,0,0,0,0,13,5,
POST,SELECT * FROM cow 3 SELECT * FROM high,1,0,0,0,0,8,4,
POST,SELECT * FROM love FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM tired,1,0,0,0,0,15,7,
POST,SELECT TOP 50 PERCENT * FROM sad SELECT * FROM peace FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM shake,1,0,0,0,0,21,9,
POST,SELECT * FROM needs FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM variety,1,0,0,0,0,14,6,
POST,SELECT TOP 3 * FROM daily WHERE wood = 'appropriate' SELECT * FROM income,1,2,0,0,0,13,5,
POST,SELECT * FROM thou WHERE attention = 'rays' LIMIT 3,1,2,0,0,0,9,4,
POST,SELECT * FROM settlers WHERE lonely = 'brought' FETCH FIRST 3 ROWS ONLY,1,2,0,0,0,12,5,
POST,SELECT AVG ( third ) FROM whether,1,0,0,0,2,6,3,
POST,SELECT * FROM no WHERE heard NOT LIKE '[dog]%',1,2,0,0,0,8,4,
POST,SELECT AVG ( gravity ) FROM fence SELECT SUM ( largest ) ,1,0,0,0,4,12,5,
POST,SELECT AVG ( vowel ) FROM trade SELECT SUM ( plates ) ,1,0,0,0,4,12,5,
POST,SELECT AVG ( curve )  FROM cat  SELECT SUM ( read ) ,1,0,0,0,4,14,5,
POST,SELECT COUNT ( flies ) FROM gate,1,0,0,0,2,6,3,
POST,SELECT COUNT ( steady ) FROM recognize,1,0,0,0,2,6,3,
POST,SELECT AVG ( alone ) FROM sea,1,0,0,0,2,6,3,
POST,SELECT * FROM wooden WHERE grandmother NOT LIKE 'tonight%',1,2,0,0,0,8,4,
POST,SELECT * FROM pocket WHERE railroad LIKE '%lungs%',1,2,0,0,0,7,4,
POST,SELECT * FROM now  WHERE therefore NOT LIKE '[learn]%',1,2,0,0,0,9,4,
POST,"  SELECT * FROM garage WHERE exactly IN  ( 'above', 'shut', 'becoming' )  ",1,6,0,0,2,16,4,
POST,"  SELECT * FROM drove WHERE imagine NOT IN  ( 'national', 'private', 'company' )  ",1,6,0,0,2,17,4,
POST,SELECT * FROM sky WHERE bar IN  ( SELECT asleep FROM balloon ) ,1,0,0,0,2,14,6,
POST,SELECT * FROM play WHERE aware  BETWEEN 10 AND 20,1,0,0,0,0,10,5,
POST,SELECT * FROM hold WHERE Price NOT BETWEEN 10 AND 20,1,0,0,0,0,10,5,
POST,SELECT * FROM depth WHERE since BETWEEN 'supper' AND 'rope',1,4,0,0,0,9,5,
POST,"SELECT * FROM dull WHERE nuts BETWEEN ""worth"" AND    ""given""",1,0,4,0,0,12,5,
POST,SELECT * FROM sail WHERE have NOT BETWEEN 'people' AND 'form',1,4,0,0,0,10,5,
POST,SELECT * FROM follow WHERE habit BETWEEN garden09/01/1996rich AND nice15/31/1996hat,1,0,0,0,0,9,5,
POST,SELECT * FROM fact WHERE brown BETWEEN '1996-07-01' AND '1996-07-31',1,4,0,4,0,9,5,
POST,SELECT AVG ( load ) FROM mountain SELECT SUM ( write ) ,1,0,0,0,4,12,5,
POST,SELECT COUNT ( motion )  FROM topic,1,0,0,0,2,7,3,
POST,SELECT COUNT ( beginningID ) FROM were,1,0,0,0,2,6,3,
POST,SELECT AVG ( Price ) FROM carry,1,0,0,0,2,6,3,
POST,SELECT * FROM saved WHERE best BETWEEN '1996-07-01' AND '1996-07-31',1,4,0,4,0,9,5,
POST,"  SELECT onceID AS ID, young AS modern FROM knife",1,0,0,0,0,10,4,
POST,"  SELECT alongID AS ID, growth AS experience FROM tales",1,0,0,0,0,10,4,
POST,"  SELECT further AS winter, middle AS [string]  FROM doubt",1,0,0,0,0,11,4,
POST,"   SELECT within, badly+ ', ' + whistle+ ' ' + entire+ ', ' + plenty AS avoid  FROM does",1,6,0,0,0,22,3,
POST,SELECT second ( s ) FROM house INNER JOIN,1,0,0,0,2,8,4,
POST,"   SELECT muscle,thought,pay,depend,replied     (  (  forty JOIN pencil ON picture.club =  worried.shelter )   INNER JOIN adjectiveON Orders.every =  how.averageID ) ",1,0,0,0,4,32,4,
POST,SELECT did ( s )  FROM dear LEFT JOIN,1,0,0,0,2,9,3,
POST,"  SELECT serious,season,value FROM horn LEFT JOIN Orders ON huge.studiedID =  bigger.die ORDER BY exclaimed.for",1,0,0,0,0,16,5,
POST,SELECT gave ( s FROM lady RIGHT JOIN,1,0,0,0,1,7,3,
POST,"  SELECT Orders.particlesrID, Employees.definition, Employees.only FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.containID ORDER BY Orders.railroadID",1,0,0,0,0,18,5,
POST,SELECT everybody ( s )  FROM spell FULL OUTER JOIN,1,0,0,0,2,10,3,
POST," SELECT column_name ( s )  FROM our,swept",1,0,0,0,2,8,2,
POST,SELECT tower ( s )  FROM sometime UNION,1,0,0,0,2,8,3,
POST,SELECT path ( s )  FROM handsome SELECT chapter ( s ) ,1,0,0,0,4,13,3,
POST,SELECT flight ( s )  FROM means UNION ALL,1,0,0,0,2,9,4,
POST,SELECT zero ( s )  FROM rabbit SELECT travel FROM industry,1,0,0,0,2,11,4,
POST,SELECT eager FROM has UNION SELECT were FROM gas ORDER BY around,1,0,0,0,0,11,7,
POST,SELECT knowledge FROM fog UNION ALL SELECT column FROM bowl ORDER BY wing,1,0,0,0,0,12,8,
POST,"  SELECT pole,longer FROM putting WHERE goose = 'sweet' UNION SELECT improve, stomach FROM stems",1,2,0,0,0,15,6,
POST,"   SELECT COUNT ( bicycle ) , dangerous FROM afternoon BY fog",1,0,0,0,2,13,4,
POST,"   SELECT Employees.thirty, COUNT ( Orders.mightyID )  AS peopleFROM    ( OrdersINNER JOIN plus ON Orders.receiveID  =  Employees.mainID ) ",1,0,0,0,4,26,4,
POST,SELECT heart,1,0,0,0,0,1,1,
POST,SELECT * FROM gray,1,0,0,0,0,3,2,
POST,SELECT plane FROM require,1,0,0,0,0,3,2,
POST,SELECT DISTINCT shadow FROM dog,1,0,0,0,0,4,3,
POST,SELECT COUNT ( DISTINCT electricity )  FROM design,1,0,0,0,2,8,4,
POST,SELECT Count ( * )  AS partly,1,0,0,0,2,7,2,
POST,FROM  ( SELECT DISTINCT serious FROM involved ) ,1,0,0,0,2,9,4,
POST,SELECT * FROM laugh,1,0,0,0,0,3,2,
POST,SELECT * FROM up WHERE influence = 'another',1,2,0,0,0,7,3,
POST,SELECT * FROM coach WHERE rose = 'wooden',1,2,0,0,0,7,3,
POST,SELECT * FROM fog  WHERE separate = able,1,0,0,0,0,8,3,
POST,SELECT * FROM announced WHERE stop = 'tired'  AND City = 'oldest',1,4,0,0,0,12,4,
POST,SELECT * FROM was WHERE movement = 'ate'  OR asleep = 'waste',1,4,0,0,0,12,4,
POST,SELECT * FROM water WHERE dear = 'street'  OR bite = 'are',1,4,0,0,0,12,4,
POST,SELECT * FROM hill WHERE    NOT beyond = 'great',1,2,0,0,0,11,3,
POST,SELECT * FROM great WHERE expect = 'shape'  AND  ( immediately = 'either' OR sand = 'early' ) ,1,6,0,0,2,20,5,
POST,SELECT * FROM fruit WHERE NOT recall = 'wheel'  AND NOT breathing = 'team',1,4,0,0,0,14,4,
POST,SELECT * FROM including ORDER BY establish,1,0,0,0,0,6,4,
POST,SELECT * FROM dinner ORDER BY also DESC,1,0,0,0,0,7,4,
POST," SELECT * FROM happy ORDER BY power, promised",1,0,0,0,0,8,4,
POST," SELECT * FROM strong ORDER BY said ASC, yard DESC",1,0,0,0,0,10,4,
POST,"INSERT INTO fox ( helpful, being, like, harder, pound, contain )  VALUES  ( 'growth', 'attention'. should', 'clearly', 'instead', 'studied', 'ahead' )  ",1,13,0,0,4,24,1,
POST,"INSERT INTO stay  ( pond, desk, addition )  VALUES  ( 'lunch', 'completely', 'active' )  ",1,6,0,0,4,18,1,
POST,"   SELECT box, behavior, sit FROM lost WHERE stock  IS NULL",1,0,0,0,0,13,4,
POST,"   SELECT form, copy, sawFROM why WHERE fat  IS NOT NULL",1,0,0,0,0,13,3,
POST,"  UPDATE collect SET pocket =  'particular', City =  'rest' WHERE struck =  limited",1,4,0,0,0,17,2,
POST, UPDATE basic SET frozen = 'bean'WHERE examine = 'row',1,4,0,0,0,9,1,
POST,SELECT * FROM even,1,0,0,0,0,3,2,
POST,DELETE FROM port WHERE just = 'one',1,2,0,0,0,6,3,
POST,DELETE FROM hunter,1,0,0,0,0,2,2,
POST,SELECT go ( s )  FROM remarkable,1,0,0,0,2,7,2,
POST,SELECT * FROM  ( SELECT original FROM wall ) ,1,0,0,0,2,10,4,
POST,SELECT TOP 3 * FROM say,1,0,0,0,0,5,2,
POST,SELECT * FROM official 3,1,0,0,0,0,4,2,
POST,SELECT * FROM under FETCH FIRST 3 ROWS ONLY,1,0,0,0,0,8,4,
POST,SELECT TOP 50 PERCENT * FROM ill,1,0,0,0,0,6,3,
POST,SELECT * FROM church FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0,9,5,
POST,SELECT TOP 3 * FROM paint WHERE change = 'metal',1,2,0,0,0,9,3,
POST,SELECT * FROM golden WHERE conversation = 'whether' LIMIT 3,1,2,0,0,0,9,4,
POST,SELECT * FROM almost WHERE substance = 'garage' FETCH FIRST 3 ROWS ONLY,1,2,0,0,0,12,5,
POST,SELECT MIN ( bound )  AS slope FROM date,1,0,0,0,2,9,3,
POST,SELECT MIN ( plate )  AS fill FROM apart,1,0,0,0,2,9,3,
POST,SELECT * FROM  ( SELECT start FROM production ) ,1,0,0,0,2,10,4,
POST,SELECT TOP 3 * FROM limited SELECT * FROM wave 3SELECT * FROM cent,1,0,0,0,0,13,5,
POST,SELECT * FROM eventually 3 SELECT * FROM held,1,0,0,0,0,8,4,
POST,SELECT * FROM stepped FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM speak,1,0,0,0,0,15,7,
POST,SELECT TOP 50 PERCENT * FROM read SELECT * FROM kept FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM beyond,1,0,0,0,0,21,9,
POST,SELECT * FROM pool FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM peace,1,0,0,0,0,14,6,
POST,SELECT TOP 3 * FROM discuss WHERE enjoy = 'needle' SELECT * FROM still,1,2,0,0,0,13,5,
POST,SELECT * FROM monkey WHERE basket = 'corn' LIMIT 3,1,2,0,0,0,9,4,
POST,SELECT * FROM stop WHERE to = 'congress' FETCH FIRST 3 ROWS ONLY,1,2,0,0,0,12,5,
POST,SELECT AVG ( they ) FROM bone,1,0,0,0,2,6,3,
POST,SELECT * FROM bite WHERE dish NOT LIKE '[policeman]%',1,2,0,0,0,8,4,
POST,SELECT AVG ( thee ) FROM language SELECT SUM ( friend ) ,1,0,0,0,4,12,5,
POST,SELECT AVG ( brief ) FROM forget SELECT SUM ( fast ) ,1,0,0,0,4,12,5,
POST,SELECT AVG ( increase )  FROM president  SELECT SUM ( today ) ,1,0,0,0,4,14,5,
POST,SELECT COUNT ( ill ) FROM thing,1,0,0,0,2,6,3,
POST,SELECT COUNT ( author ) FROM bear,1,0,0,0,2,6,3,
POST,SELECT AVG ( describe ) FROM cat,1,0,0,0,2,6,3,
POST,SELECT * FROM stepped WHERE tip NOT LIKE 'add%',1,2,0,0,0,8,4,
POST,SELECT * FROM chief WHERE morning LIKE '%force%',1,2,0,0,0,7,4,
POST,SELECT * FROM silver  WHERE date NOT LIKE '[probably]%',1,2,0,0,0,9,4,
POST,"  SELECT * FROM rhyme WHERE meal IN  ( 'tail', 'smooth', 'month' )  ",1,6,0,0,2,16,4,
POST,"  SELECT * FROM brush WHERE surrounded NOT IN  ( 'log', 'form', 'every' )  ",1,6,0,0,2,17,4,
POST,SELECT * FROM fewer WHERE care IN  ( SELECT thank FROM were ) ,1,0,0,0,2,14,6,
POST,SELECT * FROM alive WHERE brief  BETWEEN 10 AND 20,1,0,0,0,0,10,5,
POST,SELECT * FROM clock WHERE Price NOT BETWEEN 10 AND 20,1,0,0,0,0,10,5,
POST,SELECT * FROM region WHERE leg BETWEEN 'dance' AND 'such',1,4,0,0,0,9,5,
POST,"SELECT * FROM night WHERE pitch BETWEEN ""doing"" AND    ""no""",1,0,4,0,0,12,5,
POST,SELECT * FROM since WHERE roar NOT BETWEEN 'biggest' AND 'control',1,4,0,0,0,10,5,
POST,SELECT * FROM itself WHERE century BETWEEN dirty09/01/1996more AND load15/31/1996case,1,0,0,0,0,9,5,
POST,SELECT * FROM wet WHERE recent BETWEEN '1996-07-01' AND '1996-07-31',1,4,0,4,0,9,5,
POST,SELECT AVG ( army ) FROM build SELECT SUM ( running ) ,1,0,0,0,4,12,5,
POST,SELECT COUNT ( six )  FROM here,1,0,0,0,2,7,3,
POST,SELECT COUNT ( worryID ) FROM dog,1,0,0,0,2,6,3,
POST,SELECT AVG ( Price ) FROM task,1,0,0,0,2,6,3,
POST,SELECT * FROM nothing WHERE milk BETWEEN '1996-07-01' AND '1996-07-31',1,4,0,4,0,9,5,
POST,"  SELECT gradeID AS ID, over AS entirely FROM but",1,0,0,0,0,10,4,
POST,"  SELECT besideID AS ID, joined AS paint FROM globe",1,0,0,0,0,10,4,
POST,"  SELECT was AS family, visitor AS [seen]  FROM against",1,0,0,0,0,11,4,
POST,"   SELECT led, paragraph+ ', ' + everyone+ ' ' + write+ ', ' + park AS zulu  FROM original",1,6,0,0,0,22,3,
POST,SELECT congress ( s ) FROM shirt INNER JOIN,1,0,0,0,2,8,4,
POST,"   SELECT perfectly,fear,rhythm,sharp,handsome     (  (  forgot JOIN type ON broke.greatly =  older.pack )   INNER JOIN buffaloON Orders.prize =  enough.courtID ) ",1,0,0,0,4,32,4,
POST,SELECT again ( s )  FROM sets LEFT JOIN,1,0,0,0,2,9,3,
POST,"  SELECT sand,sitting,acres FROM troops LEFT JOIN Orders ON pound.shoeID =  half.future ORDER BY was.into",1,0,0,0,0,16,5,
POST,SELECT future ( s FROM hunt RIGHT JOIN,1,0,0,0,1,7,3,
POST,"  SELECT Orders.hairrID, Employees.farther, Employees.organization FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.vaporID ORDER BY Orders.horseID",1,0,0,0,0,18,5,
POST,SELECT catch ( s )  FROM instant FULL OUTER JOIN,1,0,0,0,2,10,3,
POST," SELECT column_name ( s )  FROM parallel,kind",1,0,0,0,2,8,2,
POST,SELECT buy ( s )  FROM call UNION,1,0,0,0,2,8,3,
POST,SELECT rising ( s )  FROM condition SELECT development ( s ) ,1,0,0,0,4,13,3,
POST,SELECT ocean ( s )  FROM even UNION ALL,1,0,0,0,2,9,4,
POST,SELECT expect ( s )  FROM slight SELECT satisfied FROM phrase,1,0,0,0,2,11,4,
POST,SELECT apart FROM open UNION SELECT ruler FROM forget ORDER BY season,1,0,0,0,0,11,7,
POST,SELECT mental FROM double UNION ALL SELECT were FROM sold ORDER BY rice,1,0,0,0,0,12,8,
POST,"  SELECT partly,roll FROM government WHERE thing = 'five' UNION SELECT help, doing FROM farmer",1,2,0,0,0,15,6,
POST,"   SELECT COUNT ( pick ) , rope FROM final BY mistake",1,0,0,0,2,13,4,
POST,"   SELECT Employees.guess, COUNT ( Orders.wishID )  AS moreFROM    ( OrdersINNER JOIN lesson ON Orders.carriedID  =  Employees.effectID ) ",1,0,0,0,4,26,4,
POST,SELECT * FROM future FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0,9,5,
POST,SELECT felt,1,0,0,0,0,1,1,
POST,SELECT * FROM ran,1,0,0,0,0,3,2,
POST,SELECT tears FROM gain,1,0,0,0,0,3,2,
POST,SELECT DISTINCT name FROM dance,1,0,0,0,0,4,3,
POST,SELECT COUNT ( DISTINCT does )  FROM hand,1,0,0,0,2,8,4,
POST,SELECT Count ( * )  AS silver,1,0,0,0,2,7,2,
POST,FROM  ( SELECT DISTINCT ice FROM topic ) ,1,0,0,0,2,9,4,
POST,SELECT * FROM lonely,1,0,0,0,0,3,2,
POST,SELECT * FROM positive WHERE third = 'outline',1,2,0,0,0,7,3,
POST,SELECT * FROM lose WHERE hour = 'distance',1,2,0,0,0,7,3,
POST,SELECT * FROM grade  WHERE world = beginning,1,0,0,0,0,8,3,
POST,SELECT * FROM differ WHERE breeze = 'another'  AND City = 'detail',1,4,0,0,0,12,4,
POST,SELECT * FROM mouth WHERE copy = 'universe'  OR done = 'men',1,4,0,0,0,12,4,
POST,SELECT * FROM younger WHERE build = 'rising'  OR leather = 'animal',1,4,0,0,0,12,4,
POST,SELECT * FROM amount WHERE    NOT factory = 'school',1,2,0,0,0,11,3,
POST,SELECT * FROM rear WHERE recently = 'finger'  AND  ( next = 'depend' OR snake = 'rate' ) ,1,6,0,0,2,20,5,
POST,SELECT * FROM history WHERE NOT complex = 'rise'  AND NOT full = 'greatly',1,4,0,0,0,14,4,
POST,SELECT * FROM control ORDER BY storm,1,0,0,0,0,6,4,
POST,SELECT * FROM orange ORDER BY package DESC,1,0,0,0,0,7,4,
POST," SELECT * FROM cheese ORDER BY tone, personal",1,0,0,0,0,8,4,
POST," SELECT * FROM making ORDER BY officer ASC, history DESC",1,0,0,0,0,10,4,
POST,"INSERT INTO wrong ( taste, upward, daughter, develop, word, very )  VALUES  ( 'face', 'aid'. dance', 'zero', 'sit', 'worth', 'could' )  ",1,13,0,0,4,24,1,
POST,"INSERT INTO pilot  ( daughter, card, anyone )  VALUES  ( 'load', 'brick', 'experience' )  ",1,6,0,0,4,18,1,
POST,"   SELECT apart, single, remarkable FROM fox WHERE activity  IS NULL",1,0,0,0,0,13,4,
POST,"   SELECT given, scale, chainFROM if WHERE ship  IS NOT NULL",1,0,0,0,0,13,3,
POST,"  UPDATE driven SET become =  'given', City =  'whispered' WHERE silence =  pool",1,4,0,0,0,17,2,
POST, UPDATE lower SET uncle = 'engineer'WHERE earn = 'sunlight',1,4,0,0,0,9,1,
POST,SELECT * FROM slave,1,0,0,0,0,3,2,
POST,DELETE FROM coat WHERE won = 'driving',1,2,0,0,0,6,3,
POST,DELETE FROM shinning,1,0,0,0,0,2,2,
POST,SELECT pilot ( s )  FROM told,1,0,0,0,2,7,2,
POST,SELECT * FROM  ( SELECT either FROM parallel ) ,1,0,0,0,2,10,4,
POST,SELECT TOP 3 * FROM between,1,0,0,0,0,5,3,
POST,SELECT * FROM bark 3,1,0,0,0,0,4,2,
POST,SELECT TOP 50 PERCENT * FROM somewhere,1,0,0,0,0,6,3,
POST,SELECT * FROM goose FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0,9,5,
POST,SELECT TOP 3 * FROM connected WHERE flew = 'meat',1,2,0,0,0,9,3,
POST,SELECT * FROM lungs WHERE advice = 'egg' LIMIT 3,1,2,0,0,0,9,4,
POST,SELECT * FROM actually WHERE riding = 'writing' FETCH FIRST 3 ROWS ONLY,1,2,0,0,0,12,5,
POST,SELECT MIN ( pine )  AS ants FROM orange,1,0,0,0,2,9,3,
POST,SELECT MIN ( whom )  AS new FROM plastic,1,0,0,0,2,9,3,
POST,SELECT * FROM  ( SELECT motion FROM wolf ) ,1,0,0,0,2,10,4,
POST,SELECT TOP 3 * FROM tropical SELECT * FROM settlers 3SELECT * FROM hide,1,0,0,0,0,13,5,
POST,SELECT * FROM zulu 3 SELECT * FROM child,1,0,0,0,0,8,4,
POST,SELECT * FROM tin FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM lunch,1,0,0,0,0,15,7,
POST,SELECT TOP 50 PERCENT * FROM saved SELECT * FROM detail FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM two,1,0,0,0,0,21,9,
POST,SELECT * FROM although FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM consonant,1,0,0,0,0,14,6,
POST,SELECT TOP 3 * FROM activity WHERE suddenly = 'traffic' SELECT * FROM sale,1,2,0,0,0,13,5,
POST,SELECT * FROM drop WHERE human = 'unknown' LIMIT 3,1,2,0,0,0,9,5,
